review_id,user_id,movie_id,source_viewing_id,rating,review_title,review_text,reviewed_at
URV000037,USR0010,MOV0130,VEW000109,3,빈 객석의 마지막 상영,필름릴이 돌아가는 소리와 그림자는 좋았으나 극장 화재의 사연은 익숙했다.,2026-05-03T14:00:29Z
URV000038,USR0010,MOV0010,VEW000110,4.5,교복을 기다린 수선집,빗소리와 재봉틀 소리 사이에서 오래된 약속이 천천히 드러나는 흐름이 아주 좋았다.,2026-02-06T09:41:52Z
URV000039,USR0010,MOV0005,VEW000111,3.5,돌아오지 않은 파란 우산,영도 언덕을 오가는 우산들의 사연이 따뜻했지만 몇몇 에피소드는 급히 마무리됐다.,2026-04-11T13:52:20Z
URV000040,USR0010,MOV0052,VEW000112,2,2007년의 믹스CD,복고 소품은 반가웠지만 팟캐스트 PD의 첫사랑 오해가 지나치게 오래 끌렸다.,2026-04-15T03:18:23Z
URV000041,USR0011,MOV0097,VEW000121,4.5,신호가 없어서 보인 사람들,연결을 거부한 공동체의 이유가 차분히 쌓여 마지막 안테나 장면의 울림이 컸다.,2026-07-15T22:20:21Z
URV000042,USR0011,MOV0190,VEW000122,2,구조보다 탐사 음모가 앞섰다,백두대간의 폭설은 장관이었지만 불법 탐사대 설정이 구조대원의 감정을 덮었다.,2024-08-28T22:34:03Z
URV000043,USR0011,MOV0013,VEW000123,3,소양강 안개의 기억,수상 택시 승객들의 증언은 흥미롭지만 형의 사고 진실이 조금 평범하게 정리됐다.,2026-06-13T06:30:02Z
URV000044,USR0011,MOV0056,VEW000124,2.5,조류표와 감각의 사이,연구원과 잠수부의 대립은 좋았으나 로맨스가 구조 수색의 긴장을 자꾸 끊었다.,2024-10-20T14:29:12Z
URV000045,USR0012,MOV0115,VEW000133,2,꿈 노선의 목적지가 흐렸다,심야버스 차고지의 분위기는 좋았지만 딸을 찾는 서사가 지나치게 설명적이었다.,2024-09-20T01:24:13Z
URV000046,USR0012,MOV0063,VEW000134,3,엄마의 계정은 웃겼다,가족 단체방과 익명 계정의 충돌이 현실적이었지만 후반 화해가 너무 매끈했다.,2024-06-08T14:33:21Z
URV000047,USR0012,MOV0126,VEW000135,1.5,흰 운동화의 의미가 과했다,장례식장 복도는 무서웠지만 모든 단서를 조문록 대사로 풀어 긴장이 줄었다.,2026-04-20T22:26:00Z
URV000048,USR0012,MOV0060,VEW000136,2,자막 없는 계절의 어색한 번역,현장음 소재는 매력적이지만 두 사람이 가까워지는 과정이 짧아 감정이 쌓이지 않았다.,2026-05-22T08:10:18Z
URV000049,USR0013,MOV0116,VEW000145,3.5,청계천에 떨어진 별,환경미화원의 새벽 동선과 별 조각의 빛이 잘 어울려 잔잔하게 보기 좋았다.,2024-07-13T09:18:09Z
URV000050,USR0013,MOV0166,VEW000146,3,철새에게 내어 준 겨울 논,농부의 불안은 잘 보였지만 연구자의 시선이 뒤늦게 등장해 균형이 조금 아쉬웠다.,2025-09-28T01:29:53Z
URV000051,USR0013,MOV0032,VEW000147,1.5,호출번호만 남은 병원,야간 원무과 설정은 좋았으나 반전이 초반부터 너무 쉽게 보여 긴장하지 못했다.,2025-03-02T00:09:01Z
URV000052,USR0013,MOV0143,VEW000148,2.5,종이컵 우주의 규칙,업사이클 이미지는 귀엽지만 삼남매의 성격이 비슷해 모험이 단조롭게 느껴졌다.,2026-01-07T23:05:21Z
URV000053,USR0014,MOV0200,VEW000157,3.5,바람을 읽는 방패연,연으로 화포를 교란하는 액션은 독창적이었고 수원 화성의 공간도 잘 활용했다.,2025-12-06T06:04:23Z
URV000054,USR0014,MOV0160,VEW000158,3,박물관의 투명 공룡,아이와 공룡의 우정은 사랑스럽지만 화석 조각을 찾는 과정은 예상 가능한 편이었다.,2025-09-01T14:30:22Z
URV000055,USR0014,MOV0177,VEW000159,2,무대 뒤가 너무 바빴다,스태프 열두 명을 모두 보여 주려다 각자의 노동이 짧은 소개에 그쳐 아쉬웠다.,2025-01-24T08:31:10Z
URV000056,USR0014,MOV0012,VEW000160,1,구두의 행방을 놓쳤다,짝이 다른 구두라는 시작은 좋았지만 우연이 연달아 이어져 재회의 감정이 약했다.,2025-10-07T08:39:26Z
URV000057,USR0015,MOV0090,VEW000169,3,빠른 도시와 느린 시계,시각적 아이디어는 훌륭했지만 중앙 시계의 비밀이 익숙한 디스토피아 공식에 머물렀다.,2025-05-23T21:19:01Z
URV000058,USR0015,MOV0190,VEW000170,2.5,폭설 구조의 무게,로프 액션은 사실적이었으나 구조해야 할 탐사팀 인물들이 너무 기능적으로 그려졌다.,2026-05-24T07:11:22Z
URV000059,USR0015,MOV0092,VEW000171,4,무중력 속 한 줄의 로프,해운대 상공을 떠다니는 사람들과 외벽 청소기사의 움직임이 선명하고 긴장감 있었다.,2026-05-07T07:43:51Z
URV000060,USR0015,MOV0173,VEW000172,2,진동의 설명이 길었다,접근성 공연을 만드는 과정은 의미 있지만 인물보다 제작 정보가 앞서는 느낌이었다.,2026-05-05T21:15:58Z
URV000061,USR0016,MOV0199,VEW000181,3,독도의 바람은 강했다,기상대와 통신탑 장면은 인상적이지만 조난 어선의 인물 서사가 조금 더 필요했다.,2026-03-05T06:15:54Z
URV000062,USR0016,MOV0043,VEW000182,2.5,소포 속 종이학,항공화물 터미널은 신선했으나 편지를 발견할 때마다 과거 회상이 반복돼 흐름이 느려졌다.,2025-12-16T14:54:13Z
URV000063,USR0016,MOV0180,VEW000183,4,내일도 열리는 가게,노포를 잇는 젊은 상인들의 고민이 서로 달라 인터뷰마다 다음 이야기가 궁금했다.,2025-05-09T06:55:01Z
URV000064,USR0016,MOV0139,VEW000184,1,종이문 안쪽이 너무 뻔했다,고택의 목재 소리는 좋았지만 숨겨진 방의 정체가 예상대로라 공포가 금방 풀렸다.,2024-11-02T04:33:48Z
URV000065,USR0017,MOV0148,VEW000193,3.5,산호역을 지나는 고래,바닷속 지하철의 색감과 아기 고래의 움직임이 아름다워 큰 화면으로 보고 싶었다.,2023-05-04T09:47:40Z
URV000066,USR0017,MOV0053,VEW000194,2.5,사진에서 지운 바람,제주 풍경과 보정 작업은 좋았지만 의뢰인의 사연이 지나치게 극적으로 흘렀다.,2026-01-30T02:44:06Z
URV000067,USR0017,MOV0115,VEW000195,2.5,돌아오지 않는 꿈버스,차고지의 푸른 조명은 좋았으나 꿈의 규칙이 장면마다 달라 몰입이 끊겼다.,2023-06-25T22:38:00Z
URV000068,USR0017,MOV0143,VEW000196,2.5,빨대 우주선의 모험,재활용 메시지는 분명하지만 악당 보풀의 행동이 반복돼 후반이 길게 느껴졌다.,2026-04-16T10:42:14Z
URV000069,USR0018,MOV0019,VEW000205,2.5,항구에서 이름을 바로잡는 일,선박 통역사의 직업은 흥미로웠지만 실종 선원 가족의 이야기가 짧게 지나갔다.,2024-09-10T15:18:04Z
URV000070,USR0018,MOV0105,VEW000206,2,기억 화분은 예뻤지만,식물이 피는 규칙을 계속 설명해 가족의 비밀이 오히려 단순하게 느껴졌다.,2025-09-25T21:45:53Z
URV000071,USR0018,MOV0184,VEW000207,2.5,북항 컨테이너 추격,예인선 액션은 새로웠지만 밀수 조직의 계획이 허술해 긴장감이 오래가지 않았다.,2025-05-16T16:50:15Z
URV000072,USR0018,MOV0116,VEW000208,3,별 조각의 야간 청소,환경미화원의 반복되는 일상을 존중하는 시선이 좋았지만 판타지 결말은 조금 급했다.,2022-11-27T17:09:46Z
URV000073,USR0019,MOV0108,VEW000217,3.5,비가 전해 준 종이배,수로를 따라 도착하는 미래 편지가 따뜻했고 소년의 표정 변화도 자연스러웠다.,2026-05-12T18:42:47Z
URV000074,USR0019,MOV0117,VEW000218,2.5,작아진 손님들의 호텔,비자림 속 호텔은 매력적이지만 시설관리인의 갈등이 단순한 구조 모험에 머물렀다.,2026-03-10T01:57:30Z
URV000075,USR0019,MOV0158,VEW000219,3,꼬리 오류의 의미,로봇 강아지가 감정을 배우는 과정은 귀엽지만 입양 결말은 예상하기 쉬웠다.,2025-01-22T23:40:50Z
URV000076,USR0019,MOV0160,VEW000220,3.5,투명 공룡과 야간 박물관,화석 전시실을 놀이터처럼 쓰는 상상력이 좋고 아이의 외로움도 과하지 않게 담겼다.,2026-06-25T08:56:59Z
URV000077,USR0020,MOV0092,VEW000229,4,중력이 멈춘 해운대,안전로프 하나로 사람을 잇는 액션이 직관적이고 고층 공간의 공포도 잘 느껴졌다.,2025-06-20T23:31:48Z
URV000078,USR0020,MOV0192,VEW000230,3.5,필름통 속 인천항,사진사 시점으로 전쟁의 혼란을 보여 줘 작전보다 피란민의 얼굴이 오래 남았다.,2023-12-27T06:31:17Z
URV000079,USR0020,MOV0051,VEW000231,1,이중계약 로맨스의 한계,생활비 갈등은 현실적인데 두 사람이 사랑에 빠지는 순간은 너무 갑작스럽고 작위적이었다.,2026-04-16T14:09:37Z
URV000080,USR0020,MOV0099,VEW000232,3.5,빛의 속도로 늦는 편지,우주우편의 지연을 이별에 연결한 발상이 좋았지만 중반 회상이 조금 길었다.,2026-03-18T19:04:06Z
URV000081,USR0021,MOV0050,VEW000241,1.5,온실의 온도가 느껴지지 않았다,희귀 식물을 옮기는 일보다 로맨스 공식에 집중해 직업과 공간의 매력이 사라졌다.,2026-03-09T23:50:44Z
URV000082,USR0021,MOV0001,VEW000242,3.5,지도에 표시되지 않은 이웃,망원동 골목의 작은 가게들을 지도가 이어 주는 방식이 좋고 새벽의 공기도 잘 담겼다.,2025-12-06T16:04:53Z
URV000083,USR0021,MOV0198,VEW000243,2,활판 인쇄의 밤,인쇄소 추격은 멋졌지만 시대의 복잡함을 선악 구도로 단순화한 점이 아쉬웠다.,2025-08-22T14:44:02Z
URV000084,USR0021,MOV0121,VEW000244,2,0호실의 민원은 흥미롭다,공공임대 복도라는 공간은 무서웠으나 철거민 명단 반전이 너무 직접적으로 제시됐다.,2025-11-22T12:47:25Z
URV000085,USR0022,MOV0050,VEW000253,2.5,저녁 온실의 느린 호흡,식물을 옮기는 장면은 좋지만 두 주인공의 오해가 반복돼 관계가 제자리걸음이었다.,2026-01-19T09:17:55Z
URV000086,USR0022,MOV0184,VEW000254,2.5,예인선의 힘은 좋았다,거대한 선박 사이 추격은 신선했지만 실종된 동생 단서가 우연히 너무 많이 나타났다.,2023-05-07T15:13:55Z
URV000087,USR0022,MOV0195,VEW000255,3,폭풍 속 해상 변전소,터빈 사이 이동은 긴장됐지만 테러 조직의 목적이 단순해 후반이 다소 평범했다.,2026-05-14T00:49:21Z
URV000088,USR0022,MOV0183,VEW000256,1,마지막 사수의 감정이 비었다,검과 산성의 볼거리에 비해 대장장이가 다시 싸우는 이유를 납득하기 어려웠다.,2026-02-22T23:10:14Z
URV000089,USR0023,MOV0154,VEW000265,1.5,방망이 수리는 반복됐다,소원이 뒤바뀌는 장면이 비슷하게 이어져 도깨비 시장의 매력이 금방 소진됐다.,2026-05-14T08:26:14Z
URV000090,USR0023,MOV0164,VEW000266,2,음식보다 설명이 앞섰다,다문화 거리의 식탁은 풍성했지만 내레이션이 모든 의미를 대신 말해 줘 아쉬웠다.,2026-05-31T15:33:38Z
URV000091,USR0023,MOV0015,VEW000267,3.5,폭설 속 감귤 수확,예보와 다른 날씨에 가족이 함께 움직이는 과정이 현실적이고 제주 겨울빛도 좋았다.,2026-05-25T15:34:48Z
URV000092,USR0023,MOV0007,VEW000268,2.5,월요일 고양이는 귀여웠다,인쇄소 동료들의 사연은 따뜻했지만 고양이가 모든 문제를 푸는 장치처럼 보여 아쉬웠다.,2026-02-19T23:45:22Z
URV000093,USR0024,MOV0035,VEW000277,4,종점의 블랙박스 퍼즐,정비사가 사진 속 시간을 맞추는 과정이 꼼꼼하고 빨간 코트의 존재감도 강했다.,2026-06-26T10:02:22Z
URV000094,USR0024,MOV0079,VEW000278,4,긴급편성이 만든 진짜 뉴스,주민들의 엉뚱한 제보가 시장 공약의 거짓말로 모이는 흐름이 유쾌했다.,2026-03-21T14:24:28Z
URV000095,USR0024,MOV0050,VEW000279,2,식물보다 익숙한 관계,온실의 직업 묘사는 세밀했지만 인물 갈등은 전형적인 직장 멜로에서 벗어나지 못했다.,2026-01-29T14:03:05Z
URV000096,USR0024,MOV0150,VEW000280,3,회색 학교의 열두 색,색으로 감정을 돌려주는 장면은 예뻤지만 교장 캐릭터가 너무 단순한 악역이었다.,2025-09-28T11:26:49Z
URV000097,USR0025,MOV0064,VEW000289,2.5,택배 보관료 선거,아파트 정치의 디테일은 웃겼지만 마지막 투표 결과가 쉽게 예상돼 긴장이 약했다.,2026-01-14T01:17:34Z
URV000098,USR0025,MOV0181,VEW000290,2.5,철의 통로를 건너는 액션,제철소 공간은 압도적이지만 구조 대상 동료들의 개성이 부족해 감정은 덜했다.,2024-05-21T06:34:49Z
URV000099,USR0025,MOV0139,VEW000291,2,한지문 뒤의 방,고택의 뒤틀린 구조는 좋았으나 문 안의 존재를 너무 빨리 보여 줘 상상할 틈이 없었다.,2024-12-26T06:37:25Z
URV000100,USR0025,MOV0132,VEW000292,2.5,벽의 맥박은 강렬했다,도배 기사의 작업 장면은 생생했지만 집의 비밀이 설명적인 회상으로 풀렸다.,2025-03-15T07:06:43Z
URV000101,USR0026,MOV0132,VEW000301,1.5,숨 쉬는 벽지에 갇힌 이야기,초반의 질감은 좋았지만 후반 괴물 추격이 길어지며 생활 공포의 매력이 사라졌다.,2023-05-31T19:26:51Z
URV000102,USR0026,MOV0039,VEW000302,1,폐역의 표는 남았지만,검표원이 승객을 의심하는 과정이 단순하고 사고의 진실도 너무 익숙했다.,2025-06-15T08:16:29Z
URV000103,USR0026,MOV0149,VEW000303,4,느린 열차가 본 위험,나무늘보 차장의 느림을 약점이 아닌 관찰력으로 바꾼 이야기가 재치 있고 따뜻했다.,2023-01-11T01:44:03Z
URV000104,USR0026,MOV0013,VEW000304,4,안개를 건너는 증언,소양강 승객들의 서로 다른 기억이 형제의 사고를 입체적으로 보여 줬다.,2023-07-08T17:15:59Z
URV000105,USR0027,MOV0160,VEW000313,2,투명 공룡의 익숙한 우정,박물관 야간 장면은 좋지만 외로운 아이가 친구를 얻는 흐름이 예상 그대로였다.,2025-04-16T00:17:59Z
URV000106,USR0027,MOV0114,VEW000314,4,무료 나눔으로 온 천 년,중고거래 채팅과 신라 유물을 연결한 발상이 신선하고 경주 골목 추격도 재미있었다.,2025-06-22T07:06:37Z
URV000107,USR0027,MOV0180,VEW000315,3,가게를 잇는 다른 방식들,상인들의 고민은 현실적이지만 인터뷰 배열이 다소 교과서적으로 느껴졌다.,2025-05-07T03:10:40Z
URV000108,USR0027,MOV0195,VEW000316,2.5,검은 파도의 구조선,폭풍과 터빈은 인상적이지만 인질들이 수동적으로 기다리기만 해 답답했다.,2026-01-09T12:45:07Z
URV000109,USR0028,MOV0034,VEW000325,2,타자기 문장은 좋았는데,옆집의 예언이라는 시작은 매력적이지만 번역가의 선택이 계속 우연에 기대었다.,2025-04-19T23:53:31Z
URV000110,USR0028,MOV0001,VEW000326,3.5,코트 주머니의 작은 지도,세탁소 손님들의 흔적을 따라가는 구성이 잔잔하고 망원동의 생활감도 좋았다.,2025-05-29T01:14:10Z
URV000111,USR0028,MOV0164,VEW000327,2.5,한 골목의 여러 식탁,음식과 이주의 기억은 좋았지만 다섯 식당을 모두 담느라 인물 하나하나가 얕았다.,2024-05-24T18:27:46Z
URV000112,USR0028,MOV0101,VEW000328,1,북촌의 달빛이 낭비됐다,달빛을 병에 담는 이미지 외에는 이야기가 평범한 소원 찾기에 머물렀다.,2026-06-11T15:58:02Z
URV000113,USR0029,MOV0177,VEW000337,1.5,열두 사람의 얼굴이 섞였다,무대 노동을 보여 주려는 뜻은 좋지만 인물이 너무 많아 누구도 기억에 남지 않았다.,2025-12-22T21:39:54Z
URV000114,USR0029,MOV0190,VEW000338,3.5,폭설 속 구조 로프,산사태 장면의 공간이 명확했고 탐사팀을 구해야 하는 윤리적 갈등도 잘 보였다.,2025-03-31T14:00:46Z
URV000115,USR0029,MOV0009,VEW000339,3,라디오 유리창의 파도,소리를 추적하는 방식은 좋았지만 폐국 사연과 실종 서사가 깔끔하게 연결되지는 않았다.,2025-11-24T05:35:55Z
URV000116,USR0029,MOV0011,VEW000340,1,옥상 정원보다 눈물 버튼,주민들이 떠나는 감정을 음악과 대사로 계속 강조해 오히려 진심이 멀게 느껴졌다.,2024-02-02T23:31:03Z
URV000117,USR0030,MOV0150,VEW000349,2.5,열두 색의 벽화,색채 연출은 뛰어났지만 학교의 갈등이 너무 단순해서 어른 관객에겐 밋밋했다.,2025-10-03T21:52:13Z
URV000118,USR0030,MOV0003,VEW000350,2.5,승강장에 남은 캠코더,간이역 풍경은 좋았으나 주인공의 취업 고민이 결말에서 갑자기 해결됐다.,2026-02-25T12:29:04Z
URV000119,USR0030,MOV0092,VEW000351,4,로프 하나로 연결된 오후,무중력의 방향 감각을 외벽 청소 기술로 풀어낸 점이 영리하고 액션도 이해하기 쉬웠다.,2025-12-22T15:38:44Z
URV000120,USR0030,MOV0043,VEW000352,3.5,반송 소포의 종이학,화물터미널의 차가운 풍경과 오래된 연애의 온도 차가 잘 어울렸다.,2025-11-17T21:41:09Z
URV000121,USR0031,MOV0067,VEW000361,3.5,텀블러에서 시작된 사내 수사,보험 심사원의 과잉 추리가 웃겼고 탕비실 단서들도 제법 치밀했다.,2026-07-22T10:47:46Z
URV000122,USR0031,MOV0082,VEW000362,2,기억 세탁의 규칙이 복잡했다,상담실의 바다 냄새 이미지는 좋지만 삭제 기술 설명이 길어 감정이 끊겼다.,2024-10-17T17:36:35Z
URV000123,USR0031,MOV0123,VEW000363,3,늦게 웃는 거울,표정이 하루 앞선다는 설정은 무서웠지만 복원사의 과거와 거울의 연결은 평범했다.,2024-05-30T12:21:41Z
URV000124,USR0031,MOV0154,VEW000364,1,AS센터의 소원 소동,도깨비 시장은 화려했지만 같은 실수가 반복돼 이야기의 속도가 느렸다.,2025-06-30T01:43:23Z
URV000125,USR0032,MOV0112,VEW000373,3.5,산신령도 번호표를 뽑는다,민원실 절차와 산의 설화를 섞은 유머가 자연스럽고 케이블카 갈등도 현실적이었다.,2026-05-27T07:07:52Z
URV000126,USR0032,MOV0121,VEW000374,1.5,0호실의 사연을 너무 말했다,복도등이 깜빡이는 초반은 좋았지만 후반 설명이 공포를 모두 걷어 냈다.,2026-01-31T17:01:23Z
URV000127,USR0032,MOV0081,VEW000375,2,두 번째 달의 정체가 약했다,서울 야경은 훌륭했지만 기억 송신이라는 반전이 충분히 준비되지 않았다.,2026-03-05T14:49:59Z
URV000128,USR0032,MOV0114,VEW000376,4.5,채팅방에 올라온 천 년의 거울,유물의 저주보다 거래 상대를 추적하는 과정이 재치 있고 마지막 선택도 좋았다.,2026-03-07T05:00:04Z
URV000129,USR0033,MOV0095,VEW000385,3.5,업데이트 전의 얼굴,화려한 필터보다 원래 얼굴을 기억하려는 사람들의 장면이 더 인상 깊었다.,2025-10-12T14:01:33Z
URV000130,USR0033,MOV0131,VEW000386,3.5,문밖의 어제를 고치는 법,배달봉투가 반복될수록 상담원의 외면이 드러나는 구성이 단단하고 마지막 문소리도 좋았다.,2026-03-21T14:51:48Z
URV000131,USR0033,MOV0081,VEW000387,2,가짜 달의 빛만 선명했다,위성 관제 장면은 멋졌지만 시민 기억을 모으는 기업의 목적이 너무 단순했다.,2026-05-11T08:39:39Z
URV000132,USR0033,MOV0060,VEW000388,2,자막 없이 전해지지 않았다,언어교환 카페와 현장음은 좋았으나 두 주인공의 감정 변화를 건너뛴 장면이 많았다.,2026-06-08T19:52:44Z
URV000133,USR0034,MOV0145,VEW000397,3,빈 페이지를 되찾는 모험,책을 먹는 벌레의 디자인은 재밌지만 후반 도서관 추격이 조금 반복됐다.,2024-09-25T11:39:27Z
URV000134,USR0034,MOV0191,VEW000398,1,파발길의 긴장만 남았다,탄원서의 내용과 백성들의 사정이 얕아 추격을 응원할 이유가 부족했다.,2025-11-18T07:41:31Z
URV000135,USR0034,MOV0102,VEW000399,3,동전 세탁기의 도깨비,세탁기에서 물건이 불어나는 장면은 즐겁지만 소원 폭주의 결말은 예상 가능했다.,2026-05-07T09:34:26Z
